,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,last_scraped,calendar_last_scraped,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,extra_people,guests_included
3168,Serviced apartment,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,2.0,2.0,0,1.0,179,0,1
3169,Condominium,Entire home/apt,Real Bed,1,21,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,2,0.0,1.0,56,1.0,93,100,2
3170,Apartment,Entire home/apt,Real Bed,1,1124,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,1.0,2.0,48,1.0,139,19,3
3171,Condominium,Entire home/apt,Real Bed,1,27,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,3,0.0,2.0,39,1.0,115,20,2
3172,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,3,1.0,58,50,1
3173,Apartment,Entire home/apt,Real Bed,29,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,0,1.0,267,0,1
3174,House,Private room,Real Bed,6,15,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,1,1.0,1.0,3,1.0,14,0,1
3175,Condominium,Entire home/apt,Real Bed,1,1125,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,1.0,43,1.0,139,0,1
3176,Guesthouse,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,5,1.0,4.0,29,1.0,130,20,4
3177,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,1,1.0,1.0,230,1.0,61,0,1
3178,Hostel,Shared room,Real Bed,1,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,2.0,10,1.0,105,0,1
3179,Apartment,Private room,Real Bed,2,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,2.0,6,1.0,22,10,1
3180,Condominium,Entire home/apt,Real Bed,1,1125,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,6,2.0,3.0,0,2.0,472,0,6
3181,Apartment,Private room,Real Bed,29,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,0,1.0,204,0,1
3182,Apartment,Private room,Real Bed,31,150,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,2.0,0,1.0,27,5,1
3183,Apartment,Entire home/apt,Real Bed,5,34,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,3,1.0,2.0,2,1.0,40,0,1
3184,Apartment,Entire home/apt,Real Bed,31,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,4,2.0,2.0,0,1.0,100,0,1
3185,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,2.0,16,1.5,69,10,2
3186,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,11,1.0,997,0,1
3187,Apartment,Private room,Real Bed,30,365,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,0,1.0,121,0,1
3188,Apartment,Private room,Real Bed,29,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,0,1.0,228,0,1
3189,Apartment,Entire home/apt,Real Bed,60,300,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,1,0.0,1.0,0,1.0,40,0,1
3190,Guest suite,Private room,Real Bed,2,50,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,24,1.0,675,149,1
3191,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,8,4.0,5.0,6,3.0,699,0,6
3192,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,3,1.0,2.0,14,1.0,80,15,2
3193,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,1.0,13,1.0,199,0,1
3194,House,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,12,5.0,10.0,8,5.0,500,80,8
3195,Condominium,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,1.0,0,1.0,159,10,2
3196,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,2.0,16,1.0,50,0,1
3197,Condominium,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,6,2.0,5.0,20,2.0,169,50,6
3198,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,3,1.0,89,0,1
3199,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,9,1.0,120,0,1
3200,Apartment,Private room,Real Bed,1,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,1,1.0,37,8,1
3201,House,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,11,1.5,59,15,1
3202,Apartment,Private room,Real Bed,1,5,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,15,1.0,35,5,1
3203,Condominium,Entire home/apt,Real Bed,1,1125,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,8,3.0,4.0,7,3.0,522,0,8
3204,Apartment,Private room,Real Bed,2,30,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,2,1.0,56,0,1
3205,Apartment,Entire home/apt,Real Bed,2,27,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,12,1.0,145,500,2
3206,Apartment,Private room,Real Bed,5,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,0,1.0,46,15,1
3207,Apartment,Entire home/apt,Real Bed,32,365,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,4,3.0,3.0,0,1.0,35,0,1
3208,Apartment,Private room,Real Bed,29,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,0,1.0,251,0,1
3209,Apartment,Private room,Real Bed,1,30,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,2.0,62,1.0,479,0,1
3210,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,6,3.0,3.0,10,2.0,70,15,4
3211,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,22,1.0,36,0,1
3212,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,10,3.0,10.0,1,2.5,798,0,1
3213,Apartment,Entire home/apt,Real Bed,2,1125,super_strict_30,2019-02-16 05:00:00,2019-02-16 05:00:00,4,2.0,2.0,1,1.0,72,0,1
3214,Apartment,Private room,Real Bed,1,14,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,2,1.0,40,0,1
3215,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,25,1.0,36,0,1
3216,Apartment,Private room,Real Bed,2,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,9,1.0,65,0,1
3217,Bed and breakfast,Private room,Real Bed,3,15,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,3,1.0,2.0,8,1.0,45,16,1
3218,Apartment,Private room,Real Bed,2,10,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,137,0,1
3219,House,Entire home/apt,Real Bed,2,180,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,6,3.0,3.0,0,2.0,776,0,1
3220,Apartment,Private room,Real Bed,3,60,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,3.0,0,2.0,264,105,1
3221,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,2.0,208,1.0,250,0,2
3222,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,3,2.0,2.0,4,1.0,55,10,2
3223,Condominium,Entire home/apt,Real Bed,1,69,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,2,0.0,1.0,9,1.0,138,0,1
3224,Villa,Private room,Real Bed,2,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,3,2.0,2.0,3,4.0,85,70,2
3225,House,Private room,Real Bed,2,365,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,1,2.0,46,0,1
3226,House,Private room,Real Bed,3,1125,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,14,1.0,90,0,2
3227,House,Private room,Real Bed,7,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,1,1.0,1.0,1,1.0,13,0,1
3228,Townhouse,Private room,Real Bed,2,1110,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,0,1.0,55,0,2
3229,Boutique hotel,Private room,Real Bed,1,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,2,1.0,249,0,2
3230,Apartment,Entire home/apt,Real Bed,3,180,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,2.0,10,1.0,70,10,2
3231,Apartment,Shared room,Couch,1,1125,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,0,1.0,100,0,4
3232,Apartment,Entire home/apt,Real Bed,2,30,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,1,1.0,85,15,2
3233,Apartment,Entire home/apt,Real Bed,32,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,7,4.0,6.0,0,2.0,120,0,1
3234,Apartment,Entire home/apt,Real Bed,2,35,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,3,1.0,1.0,13,1.0,38,18,2
3235,Apartment,Entire home/apt,Real Bed,3,41,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,6,2.0,3.0,13,1.0,195,79,2
3236,House,Private room,Real Bed,7,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,1,1.0,1.0,0,1.0,15,0,1
3237,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,0,1.0,119,0,2
3238,Apartment,Private room,Real Bed,1,760,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,0,1.0,132,0,1
3239,Apartment,Entire home/apt,Real Bed,32,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,6,2.0,4.0,0,2.0,55,0,1
3240,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,3,1.0,99,0,1
3241,Hostel,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,1,1.0,60,0,1
3242,Apartment,Private room,Real Bed,1,30,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,0.0,1.0,0,1.0,188,0,1
3243,House,Private room,Real Bed,1,30,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,2.0,2,1.0,158,0,1
3244,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,4.0,18,1.0,75,0,1
3245,Apartment,Entire home/apt,Real Bed,7,90,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,2.0,3.0,18,1.0,59,0,1
3246,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,1.0,36,1.0,46,5,2
3247,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,2.0,27,1.0,34,10,2
3248,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,5,2.0,3.0,0,1.0,620,58,5
3249,Apartment,Private room,Real Bed,4,30,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,4,2.0,2.0,1,1.0,237,0,1
3250,Apartment,Entire home/apt,Real Bed,1,365,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,11,1.0,56,7,2
3251,Hostel,Private room,Real Bed,2,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,0.0,1.0,16,1.0,105,0,1
3252,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,5,1.0,1719,0,1
3253,Condominium,Entire home/apt,Real Bed,5,30,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,6,2.0,3.0,3,1.0,439,0,1
3254,Apartment,Private room,Real Bed,30,365,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,40,1.0,28,25,1
3255,Apartment,Private room,Real Bed,1,5,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,3,1.0,79,26,1
3256,Apartment,Private room,Real Bed,7,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,18,1.0,16,0,1
3257,Apartment,Private room,Real Bed,1,30,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,8,1.0,64,20,1
3258,Apartment,Entire home/apt,Real Bed,1,180,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,6,2.0,3.0,53,1.0,81,15,4
3259,Apartment,Private room,Real Bed,1,200,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,15,1.0,251,1000,1
3260,Apartment,Private room,Real Bed,80,90,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,22,2.0,25,10,1
3261,Apartment,Private room,Real Bed,1,14,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,2.0,58,1.0,95,10,1
3262,Apartment,Entire home/apt,Real Bed,3,90,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,6,3.0,4.0,4,2.0,500,0,1
3263,Apartment,Private room,Real Bed,3,40,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,17,1.0,70,30,1
3264,Apartment,Entire home/apt,Real Bed,3,64,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,6,3.0,5.0,0,2.0,130,15,4
3265,Apartment,Entire home/apt,Real Bed,2,20,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,2.0,1,1.0,80,15,2
3266,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,6,3.0,4.0,1,3.5,380,0,1
3267,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,6,2.0,3.0,29,2.0,188,25,6
3268,Apartment,Entire home/apt,Real Bed,7,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,8,2.0,3.0,41,2.0,85,10,4
3269,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,0,1.5,49,0,1
3270,Apartment,Entire home/apt,Real Bed,4,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,6,1.0,90,0,1
3271,House,Entire home/apt,Real Bed,1,30,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,2.0,17,1.0,130,0,1
3272,Apartment,Private room,Real Bed,1,10,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,2,1.0,46,6,1
3273,Apartment,Entire home/apt,Real Bed,4,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,3,1.0,2.0,4,1.0,127,0,1
3274,Apartment,Entire home/apt,Real Bed,2,90,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,5,2.0,2.0,26,1.0,141,30,1
3275,Loft,Entire home/apt,Real Bed,31,93,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,1,1.0,30,0,1
3276,Apartment,Entire home/apt,Real Bed,1,4,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,4,1.0,3.0,11,1.0,169,75,2
3277,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,4,1.0,1.0,12,1.0,216,105,2
3279,Condominium,Entire home/apt,Real Bed,1,4,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,15,1.0,90,30,1
3280,Apartment,Private room,Real Bed,1,60,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,26,1.0,424,120,2
3281,Apartment,Entire home/apt,Real Bed,4,30,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,0,2.0,399,0,1
3282,Apartment,Entire home/apt,Real Bed,2,6,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,3,1.0,2.0,7,1.0,279,0,1
3283,Apartment,Entire home/apt,Real Bed,29,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,0,1.0,283,0,1
3284,Apartment,Entire home/apt,Real Bed,2,31,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,7,3.0,4.0,4,2.0,700,0,2
3285,Apartment,Entire home/apt,Real Bed,2,31,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,6,2.0,4.0,5,2.0,600,0,2
3286,Bungalow,Private room,Real Bed,1,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,2.0,3,1.0,38,10,1
3287,Apartment,Private room,Real Bed,7,17,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,0,1.0,447,0,1
3288,Condominium,Entire home/apt,Real Bed,1,31,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,3,0.0,2.0,45,1.0,50,15,2
3289,Serviced apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,7,1.0,447,0,1
3290,Apartment,Private room,Real Bed,1,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,5,1.0,74,0,1
3291,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,4,2.0,0.0,5,2.0,200,25,2
3292,Apartment,Entire home/apt,Real Bed,2,30,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,3,2.0,2.0,17,1.0,70,10,2
3293,Loft,Private room,Real Bed,2,60,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,14,4.0,8.0,0,4.0,2007,127,5
3294,Apartment,Entire home/apt,Real Bed,4,300,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,6,3.0,5.0,27,1.0,69,0,1
3295,House,Entire home/apt,Real Bed,2,40,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,0.0,2.0,15,1.0,80,0,1
3296,Loft,Private room,Real Bed,2,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,25,1.0,45,0,1
3297,Apartment,Entire home/apt,Real Bed,1,31,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,7,2.0,4.0,78,2.0,135,50,2
3298,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,46,1.0,68,0,1
3299,Apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,1.0,2,1.0,89,10,2
3300,Apartment,Entire home/apt,Real Bed,2,365,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,4,1.0,2.0,8,1.0,228,0,4
3301,Apartment,Entire home/apt,Real Bed,60,365,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,2,1.0,769,0,1
3302,House,Entire home/apt,Real Bed,3,365,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,6,3.0,3.0,0,2.0,331,0,6
3303,Apartment,Private room,Real Bed,1,1,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,148,0,1
3304,Apartment,Entire home/apt,Real Bed,1,60,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,3.0,49,1.0,41,0,1
3305,Hostel,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,4,2.0,45,0,2
3306,Apartment,Private room,Real Bed,1,2,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,6,1.0,35,9,1
3307,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,20,1.5,29,12,1
3308,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,14,1.0,228,0,1
3309,Apartment,Entire home/apt,Real Bed,1,365,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,9,3.0,3.0,6,2.0,1586,0,1
3310,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,6,3.0,3.0,34,2.0,95,15,5
3311,Apartment,Entire home/apt,Real Bed,2,91,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,4,1.0,1.0,112,1.0,160,500,4
3312,Apartment,Entire home/apt,Real Bed,2,250,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,6,2.0,3.0,19,1.0,295,60,2
3313,Apartment,Entire home/apt,Real Bed,4,1124,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,8,3.0,6.0,21,1.0,1287,150,4
3314,Apartment,Private room,Real Bed,2,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,3,1.0,22,0,1
3315,Apartment,Entire home/apt,Real Bed,30,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,1,2.0,110,34,1
3316,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,3,1.0,3.0,18,1.0,60,0,1
3317,Apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,56,1.0,179,100,2
3318,Casa particular (Cuba),Private room,Real Bed,1,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,79,0,1
3319,Serviced apartment,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,4,2.0,3.0,0,1.0,200,0,1
3320,Apartment,Private room,Real Bed,4,1125,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,1,1.0,90,0,1
3321,Serviced apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,4,1.0,2.0,3,1.0,90,0,4
3322,Apartment,Entire home/apt,Real Bed,2,30,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,5,1.0,80,0,1
3323,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,259,2.0,25,15,1
3324,Apartment,Private room,Real Bed,2,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,1,1.0,90,0,1
3325,Apartment,Entire home/apt,Real Bed,2,1121,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,5,2.0,3.0,79,1.0,68,20,3
3326,Boutique hotel,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,2.0,3,1.0,199,20,2
3327,Loft,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,7,1.0,4.0,19,2.0,212,45,5
3328,Apartment,Private room,Real Bed,3,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,1,1.0,33,0,2
3329,Apartment,Private room,Real Bed,6,45,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,4,1.0,39,9,1
3330,Condominium,Private room,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,1.0,6,1.0,40,10,2
3331,Serviced apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,1,1.5,49,0,1
3332,Loft,Entire home/apt,Real Bed,5,15,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,4.0,3,1.0,174,50,2
3333,Guest suite,Private room,Real Bed,2,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,0,1.0,31,0,1
3334,House,Entire home/apt,Real Bed,3,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,8,4.0,4.0,0,3.5,290,0,1
3335,Serviced apartment,Private room,Real Bed,1,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,1,1.0,129,0,1
3336,Apartment,Entire home/apt,Real Bed,4,10,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,33,1.0,200,0,1
3337,Bed and breakfast,Private room,Real Bed,1,1125,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,3,1.0,1.0,0,1.0,791,150,2
3338,Apartment,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,3,1.0,55,15,2
3339,Serviced apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,7,2.0,4.0,19,1.0,215,0,5
3340,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,4,1.5,101,0,1
3341,Apartment,Entire home/apt,Real Bed,5,5,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,1,1.0,50,0,1
3342,Apartment,Entire home/apt,Real Bed,3,21,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,2,1.0,129,0,1
