,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,last_scraped,calendar_last_scraped,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,extra_people,guests_included
1361,Apartment,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,10,5.0,7.0,55,3.0,494,50,2
1362,Guesthouse,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,62,2.0,58,50,2
1363,Guesthouse,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,1.0,36,1.0,59,10,2
1364,House,Private room,Pull-out Sofa,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,59,1.0,35,0,1
1365,Guest suite,Private room,Real Bed,2,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,94,1.0,21,11,1
1366,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,2,1.0,95,50,1
1367,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,0,1.0,179,40,1
1368,House,Entire home/apt,Real Bed,2,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,6,2.0,2.0,0,2.0,280,50,1
1369,Townhouse,Private room,Real Bed,3,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,12,1.0,377,100,1
1370,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,4,2.0,150,0,1
1371,Apartment,Entire home/apt,Real Bed,14,28,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,10,1.0,150,20,1
1372,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,5,2.0,3.0,97,1.0,981,180,3
1373,Apartment,Entire home/apt,Real Bed,3,61,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,12,6.0,6.0,5,1.0,180,25,6
1374,Townhouse,Private room,Real Bed,1,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,8,1.0,2.0,18,1.0,49,35,1
1375,Apartment,Entire home/apt,Real Bed,2,360,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,7,3.0,4.0,8,2.0,108,20,4
1376,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,7,2.0,3.0,67,2.0,439,40,4
1377,Apartment,Entire home/apt,Real Bed,32,365,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,3,1.0,1.0,5,1.0,100,0,1
1378,Apartment,Entire home/apt,Real Bed,5,1124,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,6,2.0,3.0,14,1.0,260,40,4
1379,Apartment,Entire home/apt,Real Bed,2,90,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,5,2.0,4.0,28,1.0,90,15,4
1380,Guest suite,Entire home/apt,Real Bed,1,15,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,1.0,3.0,22,1.0,90,20,4
1381,Apartment,Entire home/apt,Real Bed,4,9,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,0.0,1.0,32,1.0,175,0,1
1382,House,Private room,Real Bed,1,31,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,102,1.0,60,0,1
1383,Apartment,Private room,Real Bed,3,7,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,0,1.0,130,0,1
1384,Apartment,Entire home/apt,Real Bed,1,6,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,3,1.0,110,0,1
1385,Guest suite,Private room,Real Bed,3,30,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,13,1.0,251,100,1
1386,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,74,1.0,30,0,1
1387,Apartment,Private room,Real Bed,2,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,0,1.0,635,0,1
1388,Condominium,Entire home/apt,Real Bed,4,1124,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,1.0,0,2.0,442,0,1
1389,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,0.0,1.0,137,1.5,75,20,1
1390,Apartment,Entire home/apt,Real Bed,3,29,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,100,2.0,555,0,1
1391,House,Entire home/apt,Real Bed,1,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,4,1.0,2.0,72,1.0,115,20,2
1392,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,13,1.0,50,0,1
1393,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,25,1.0,699,150,2
1394,Apartment,Entire home/apt,Real Bed,4,8,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,36,1.0,100,0,1
1395,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,3,0.0,2.0,50,1.0,50,20,2
1396,Apartment,Private room,Real Bed,20,22,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,0,1.0,85,0,1
1397,House,Private room,Real Bed,1,45,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,57,1.0,35,20,1
1398,Loft,Entire home/apt,Real Bed,2,15,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,1.0,14,1.0,754,300,2
1400,Apartment,Private room,Real Bed,1,10,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,4,1.0,60,10,2
1401,Apartment,Private room,Real Bed,5,365,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,61,1.0,103,20,1
1402,Apartment,Entire home/apt,Real Bed,2,31,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,3,1.0,2.0,3,1.0,70,10,2
1403,Townhouse,Entire home/apt,Real Bed,1,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,4,1.0,2.0,74,1.0,109,10,2
1404,Apartment,Entire home/apt,Real Bed,3,330,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,6,2.0,4.0,19,2.0,500,0,6
1405,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,20,1.0,60,65,2
1406,Serviced apartment,Entire home/apt,Real Bed,1,30,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,4.0,86,1.0,50,7,2
1407,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,1,1.0,1.0,19,1.0,75,0,1
1408,Apartment,Private room,Real Bed,3,6,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,100,1.0,20,0,1
1409,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,9,3.0,5.0,27,2.0,1484,100,1
1410,Apartment,Entire home/apt,Real Bed,2,16,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,2,2.0,2.0,24,1.0,134,0,1
1411,Apartment,Shared room,Real Bed,5,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,0,1.0,699,0,1
1412,Apartment,Private room,Real Bed,2,14,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,2,1.0,39,0,1
1413,Apartment,Private room,Real Bed,1,10,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,0,1.0,475,53,1
1414,Guest suite,Entire home/apt,Real Bed,1,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,3,1.0,2.0,25,1.0,70,19,1
1415,Boutique hotel,Private room,Real Bed,3,30,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,1,3.5,166,0,1
1416,Apartment,Private room,Real Bed,1,90,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,144,1.0,93,50,2
1417,Condominium,Entire home/apt,Real Bed,4,1125,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,6,2.0,4.0,12,2.0,200,20,4
1418,Apartment,Entire home/apt,Real Bed,1,27,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,4,1.0,3.0,35,1.0,60,0,4
1419,Hostel,Private room,Real Bed,1,1125,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,1,1.0,1.0,71,1.0,45,10,1
1420,Apartment,Entire home/apt,Real Bed,4,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,7,1.0,620,0,1
1421,Apartment,Entire home/apt,Real Bed,1,1120,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,1.0,2.0,99,1.0,135,15,2
1422,House,Entire home/apt,Real Bed,5,21,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,7,4.0,4.0,5,3.0,695,0,1
1423,Apartment,Entire home/apt,Real Bed,3,150,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,3,2.0,2.0,0,1.0,130,0,1
1424,Serviced apartment,Private room,Real Bed,32,180,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,0,7.0,31,15,1
1425,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,1,1.0,213,0,1
1426,Apartment,Entire home/apt,Real Bed,32,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,5,4.0,4.0,1,2.0,70,0,1
1427,Boutique hotel,Private room,Real Bed,2,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,1,1.0,179,0,1
1428,Apartment,Entire home/apt,Real Bed,2,3,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,0,1.0,46,25,1
1429,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,3,2.0,2.0,5,1.0,100,9,2
1430,Apartment,Private room,Real Bed,1,30,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,1,1.0,1.0,25,1.0,101,50,1
1431,House,Entire home/apt,Real Bed,5,90,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,2.0,20,1.0,75,20,2
1432,Apartment,Entire home/apt,Real Bed,1,27,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,6,2.0,3.0,7,2.0,99,0,6
1433,House,Entire home/apt,Real Bed,2,15,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,6,2.0,3.0,45,2.5,160,20,4
1434,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,6,2.0,4.0,103,2.0,85,15,4
1435,Apartment,Entire home/apt,Real Bed,2,90,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,6,4.0,6.0,11,2.0,105,15,4
1436,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,2,2.0,2.0,5,1.5,149,0,1
1437,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,3,0.0,1.0,24,1.0,997,300,2
1438,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,0.0,1.0,73,1.0,45,0,1
1439,Bungalow,Entire home/apt,Real Bed,2,31,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,4,2.0,0.0,2,1.5,469,0,1
1440,Serviced apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,3,0.0,2.0,45,1.0,269,89,2
1441,House,Private room,Real Bed,2,30,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,25,1.0,58,25,1
1442,House,Entire home/apt,Real Bed,1,365,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,140,1.0,199,50,4
1443,Apartment,Entire home/apt,Real Bed,3,7,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,0,1.0,314,0,1
1444,House,Private room,Real Bed,1,7,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,3,1.0,2.0,62,1.0,50,15,2
1445,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,6,3.0,4.0,7,1.0,60,27,2
1446,Apartment,Entire home/apt,Real Bed,2,90,super_strict_60,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,4.0,0,1.0,300,0,4
1447,Loft,Entire home/apt,Real Bed,3,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,2.0,31,1.0,75,0,1
1448,Apartment,Private room,Real Bed,21,40,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,0,2.0,181,0,1
1449,Condominium,Entire home/apt,Real Bed,5,28,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,6,2.0,4.0,1,2.0,269,0,6
1450,Apartment,Entire home/apt,Real Bed,3,15,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,3,2.0,3.0,6,1.0,172,0,1
1451,Apartment,Private room,Real Bed,1,30,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,92,1.0,44,12,1
1452,Cottage,Entire home/apt,Real Bed,3,365,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,0.0,1.0,257,1.0,175,35,3
1453,Apartment,Private room,Real Bed,2,30,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,33,1.0,80,10,1
1454,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,4.0,92,1.0,45,10,2
1455,Serviced apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,64,1.0,353,0,1
1456,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,6,2.0,4.0,2,1.5,60,10,1
1457,Apartment,Entire home/apt,Real Bed,4,40,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,4,2.0,2.0,0,1.0,200,0,1
1458,Apartment,Entire home/apt,Real Bed,2,330,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,6,2.0,5.0,17,2.0,500,0,6
1459,Apartment,Entire home/apt,Real Bed,14,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,3.0,4.0,2,1.0,125,5,2
1460,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,4,1.0,1.0,4,1.0,119,0,1
1461,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,3,1.0,1.0,8,1.0,90,25,2
1462,Apartment,Private room,Real Bed,2,5,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,0,1.0,119,0,1
1463,Apartment,Entire home/apt,Real Bed,29,40,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,4,1.0,140,0,1
1464,Apartment,Private room,Real Bed,5,100,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,2.0,124,1.0,15,5,1
1465,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,5,1.0,2.0,24,1.0,190,0,1
1466,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,179,0,1
1467,House,Private room,Real Bed,1,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,21,1.0,20,0,1
1468,Apartment,Entire home/apt,Real Bed,6,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,2.0,5,1.0,31,0,1
1469,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,8,3.0,5.0,14,2.0,400,0,1
1470,Condominium,Entire home/apt,Real Bed,10,21,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,2.0,2,1.0,129,0,1
1471,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,3,1.0,95,0,1
1472,Villa,Private room,Real Bed,30,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,95,1.0,85,15,1
1473,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,1,1.0,181,0,1
1474,Apartment,Private room,Real Bed,2,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,3,1.0,3.0,1,1.0,148,0,1
1475,Cabin,Entire home/apt,Real Bed,2,120,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,54,1.0,60,10,2
1476,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,3,0.0,2.0,57,1.0,99,30,2
1477,Apartment,Entire home/apt,Real Bed,1,27,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,10,4.0,7.0,20,2.0,165,0,10
1478,Apartment,Entire home/apt,Real Bed,2,25,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,18,1.0,97,0,1
1479,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,0,1.0,100,0,1
1480,Condominium,Private room,Real Bed,2,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,24,1.0,36,20,1
1481,Bed and breakfast,Private room,Real Bed,2,90,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,44,1.5,45,10,1
1482,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,22,1.0,19,10,1
1483,Serviced apartment,Entire home/apt,Real Bed,32,360,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,3,2.0,2.0,0,1.0,60,20,1
1484,Apartment,Entire home/apt,Real Bed,2,330,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,4,2.0,4.0,26,1.0,450,0,2
1485,Apartment,Private room,Real Bed,3,15,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,18,2.0,71,0,1
1486,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,3,1.0,65,0,1
1487,House,Private room,Real Bed,3,28,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,6,1.0,47,22,1
1488,Apartment,Private room,Real Bed,9,365,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,39,1.0,27,20,1
1489,Apartment,Entire home/apt,Real Bed,32,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,4,1.0,2.0,2,1.0,90,0,1
1490,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,2,1.0,188,0,1
1491,Apartment,Entire home/apt,Real Bed,2,90,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,4,2.0,2.0,21,1.0,280,35,2
1492,Apartment,Entire home/apt,Real Bed,1,1109,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,4,1.0,2.0,0,2.0,1999,0,1
1493,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,62,1.0,53,25,1
1494,House,Entire home/apt,Real Bed,1,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,6,2.0,3.0,151,1.0,161,20,1
1495,House,Private room,Real Bed,1,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,29,2.0,40,0,1
1496,Apartment,Entire home/apt,Real Bed,4,365,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,8,4.0,4.0,15,3.0,501,0,1
1497,Loft,Entire home/apt,Real Bed,3,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,23,1.0,68,0,1
1498,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,4,0.0,1.0,78,1.0,55,8,2
1499,Apartment,Private room,Real Bed,5,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,8,1.0,100,15,1
1500,Apartment,Private room,Real Bed,2,15,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,2.0,15,1.0,40,15,2
1501,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,2,0.0,1.0,23,1.0,55,10,2
1502,Apartment,Entire home/apt,Real Bed,4,20,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,2,1.0,50,8,1
1503,Apartment,Private room,Real Bed,1,3,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,1,1.0,1.0,0,1.0,75,0,1
1504,Apartment,Entire home/apt,Real Bed,3,300,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,28,2.0,129,25,4
1505,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,5,2.0,2.0,11,1.0,761,100,4
1506,Apartment,Entire home/apt,Real Bed,10,10,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,2,1.0,70,0,1
1507,Condominium,Entire home/apt,Real Bed,4,1125,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,1.0,23,1.0,260,0,1
1508,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,6,2.0,2.0,0,1.0,765,0,6
1509,Serviced apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,65,1.0,338,0,1
1510,Apartment,Entire home/apt,Real Bed,1,30,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,3,1.0,1.0,48,1.0,89,40,1
1511,House,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,2.0,51,1.0,21,0,1
1512,Apartment,Private room,Real Bed,2,360,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,14,1.0,53,40,1
1513,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,0.0,0.0,51,1.0,125,0,1
1514,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,88,1.0,447,100,1
1515,Guest suite,Entire home/apt,Real Bed,1,14,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,2.0,2.0,61,1.0,110,10,2
1516,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,6,1.0,3.0,56,1.0,200,15,2
1517,Apartment,Shared room,Pull-out Sofa,2,28,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,41,1.0,314,0,1
1518,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,2,1.0,81,0,1
1519,Apartment,Private room,Real Bed,2,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,22,1.0,52,7,1
1520,Apartment,Private room,Real Bed,10,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,4,1.5,196,0,1
1521,Apartment,Private room,Real Bed,1,30,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,69,1.0,131,40,1
1522,Apartment,Private room,Real Bed,5,90,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,2.0,99,1.0,15,5,1
1523,Apartment,Entire home/apt,Real Bed,12,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,2,2.0,699,80,3
1524,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,3,1.0,2.0,38,1.0,99,20,2
1525,House,Entire home/apt,Real Bed,2,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,33,1.0,80,0,1
1526,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,47,2.0,14,15,1
1527,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,8,4.0,7.0,80,1.5,100,20,6
1528,Townhouse,Private room,Real Bed,1,3,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,379,2.0,48,200,1
1529,Serviced apartment,Entire home/apt,Real Bed,4,1124,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,8,2.0,4.0,2,2.0,601,50,4
1530,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,1,1.0,1.0,3,2.0,224,112,1
1531,Guest suite,Entire home/apt,Real Bed,2,1126,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,9,1.0,151,50,2
1532,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,2.0,67,1.0,110,0,4
